"kom ons werk saam om ons finansies reg te ruk vukuzenzele unnamed die begroting wat deur tito mboweni, mi nister van finansies, voorgelê is, bied 'n nugtere oorsig oor die stand van ons ekonomie.
","a hi tirhisaneni ku lunghisa swa timali ta hina vukuzenzele unnamed mpimanyeto lowu andlari weke hi holo bye wa swa timali, tito mboweni wu nyika nhlahlu vo wo tivikana wa xiyi mo xa ikhonomi ya hina.
"
"dit is duidelik uit die syfers dat, tensy ons nou optree om dinge om te keer, daar nog moeiliker tye voorlê.
","tinhlayo ti swi veka erivaleni leswaku handlekaloko hi teka goza sweswi ku hundzuluxa swilo, ku ta va na mikarhi yo tika swinene emahlweni.
"
"eenvoudig gestel, ons bestee baie meer as wat ons verdien.
","ku swi veka kahle eriva leni, hi le ku tirhiseni ka mali swinene kutlula leyi hi yi nghenisaka.
"
"as gevolg hiervan, leen ons al hoe meer terwyl die koste om skuld te betaal styg.
","hikwalaho ka sweswo, hi le ku yeni emahlweni hi lombetela, naswona ku durha ka ku tlherisa xikweleti le ku tlakukeni.
"
"trouens, skuldkoste is nou die vinnigste groeiende vlak van besteding.
","hi ntiyiso, tihakelo ta ku tlherisa xikweleti swe swi i xiyenge lexi kulaka hi ku hatlisa swinene na matirhiselo mali.
"
"ons bestee meer aan skuldte rugbetalings as aan gesondheid; slegs onderwys en maatskapli ke ontwikkeling kry meer.
","hi tirhisa mali yo tala eka ku tlherisa tihakelo ta swikweleti kutlula leswi hi swi endlisaka xiswona eka swa rihanyu; ko va ntsena dyondzo na nhluvukiso wa vaaki swi kumaka yo tala.
"
"hierdie posisie is onseker en onvolhoubaar.
","xiyimo lexi xa kanakanisa hindlela ya khombo naswona a xi yiseki emahlweni.
"
"ons moet aansienlike veran deringe aanbring en dit moet nou aangebring word.
","hi dinga ku endla ku cinca ko tivikana naswona hi dinga ku yi endla sweswi.
"
"daar is verskeie redes vir die posisie waarin ons tans is.
","ku na swivangelo swo talanyana swa xiyimo lexi hi nga eka xona sweswi.
"
"ons ekonomie het die afgelope de kade nie veel gegroei nie, veral weens die wêreldwye finansiële krisis in 2008 en 'n afname in die vraag na die minerale wat ons uitvoer.
","ikhonomi a yi kulangi swinene eka malembexikhume lama nga hundza, ngopfungopfu hikwalaho ka nkitsinkitsi wa swa timali wa 2008 na ku wa eka ku laveka ka swicelwa le swi hi swi tundzelaka matiko mambe.
"
"as gevolg hiervan was die invordering van inkomste swak en moes ons meer leen om besteding aan ontwikke ling, infrastruktuur en lone te kon volhou.
","hikwalaho ka swe swo, nhlengeleto wa xibalo wu vile lowu nga tsana naswona hi bohekile ku lomba swinene ku kota ku tirhisa mali eka nhluvukiso, swimakiwankulu na miholo.
"
"terselfdertyd het staatskaping en korrupsie 'n invloed gehad op bestuur, bedryfsdoeltreffendheid en finansiële volhoubaarheid by verskeie openbare instellings, insluitend ondernemings in staatsbesit (soe's).
","hi nkarhi wun’we, ntekelavulawuri wa mfumo na vukungundzwana swi khu mbile mafumelo, matirhelo ya kahle ya mitirho na ku yisa emahlweni swa timali eka mihlangano ya mfumo yo tala nyana, ku katsa na mabindzu lama nga ehansi ka vun’wini bya mfumo (tisoe).
"
"pogings wat die afgelope twee jaar aangewend is om die ekonomie te laat herleef en instellings te herbou, word nou ondermyn deur die elek trisiteitskrisis, wat groei verder beperk en 'n bykomende las op openbare finansies plaas.
","matshalatshala ya malembe mambirhi lama nga hundza yo pfuxeta ikhonomi na ku aka mihlangano hi vuntshwa se ma soriwile hi nkitsinkitsi wa gezi, leswi kamanyetaka ku yisa emahlweni ku kula na ku rhwexa ndzhwalo wo engetela ehenhla ka swa timali ta mfumo.
"
"ons prioriteite in hierdie be groting is dus om die ekonomie weer op 'n groeipad te plaas, openbare besteding te beperk en ons skuld te stabiliseer.
","hikokwalaho, swirhangana swa hina eka mpimanyeto lowu swi fanele ku vuyisa ikhonomi ya hina eka ndlela ya ku kula na ku kamanyeta ku tirhisiwa ka timali ta mfumo na ku tshamisekisa xikweleti xa hina.
"
"die begroting is 'n integrale deel van ons strewe na inklu siewe groei, werkskepping, belegging en 'n bekwame staat.
","mpimanyeto lowu i xiphemu lexi fambaka swin’we xa pfhu mba ra hina ra ku kula ka nka tsahinkwavo, ku tumbuluxiwa ka mitirho, vuvekisi na mfumo lowu nga na vuswikoti.
"
"ons het 'n doelbewuste besluit geneem om nie die pad van besnoeiingsmaatreëls te volg nie.
","hi tekile xiboho lexi nga na xikongomelo xa ku nga landzeleli ndlela ya ku boha nkhamu.
"
"op so 'n roete sou die uitga wes aan maatskaplike dienste waarop arm mense staatmaak, heelwat besnoei moes word.
","ndlela yoleyo a yi ta va yi vile na mitsemo leyi kulu eka ku tirhisiwa ka mali eka vukorhokeri bya vaaki lebyi vanhu lava sweleke va tshembelaka eka byona.
"
