"building a nation that cares for children vukuzenzele unnamed there is a proverb common to many african cultures which says that it takes a village to raise a child.
","re aga setšhaba seo se hlokomelago bana vukuzenzele unnamed go na le seema seo se tlwaelegilego ditšong tša se afrika seo se rego ngwa na o godišwa ke setšha ba.
"
"this idea – that the broader community has a responsibility for the development, wellbeing and safety of each child – comes to mind when i think about the tragic and deeply upsetting death of 13yearold enock mpianzi on a school camp recently.
","kgopolo ye – ya gore setšhaba ka bophara se na le maikarabelo a magolo go kgodišo, go boitekanelo le polokego ya ngwana yo mongwe le yo mongwe – e ntlela mogopolong ge ke nagana ka lehu la masetlapelo la go nyamiša kudu la mošemane wa mengwaga ye 13, enock mpianzi, ge a be a le kampeng ya sekolo matšatši a se makae ao a fetilego.
"
"sadly, enock is not the only child to lose his life for reasons that were entirely preventable, if only adults had exercised due care and responsibility.
","ka manyami, enock ga se ngwana a le tee yoo a lobilego bophelo bja gagwe ka mabaka ao a ka bego a thibetšwe ge feela nkabe batho ba bagolo ba bile le tlhokomelo le ma ikarabelo.
"
"one thinks of another 13yearold, keamohetswe shaun seboko, who recently drowned in the swimming pool of a magaliesburg primary school, and the two children who died at the lekgolo primary school in limpopo when a truck crashed into a wall that collapsed on them.
","ke gopola le ngwa na yo mongwe wa mengwaga ye 13, keamohetswe shaun seboko, yoo matšatši a se makae a fetilego a kgamilwego ke meetse ka letangwaneng la go ruthela la sekolo sa phoraemari sa magaliesberg, le bana ba babedi bao ba hlokofetšego sekolong sa phoraemari sa lekgolo ka limpopo morago ga ge theraka e se no thula leboto leo le ilego la ba wela.
"
"one thinks also about the many children, like 6yearold nathlia pienaar, who are killed in the crossfire of gang wars on the cape flats.
","ke gopola gape le bana ba bangwe ba bantši, bjalo ka nathlia pienaar wa mengwaga ye 6 yoo a ilego a bolawa nakong ya dintwa tša digo ngwane tša dinokwane go la cape flats.
"
"we remember also the tragic deaths of michael komape and lumka mkethwa, both of whom died after falling into pit latrines.
","re gopola gape le mahu a masetlapelo a michael komape le lumka mkethwa bao bobedi bja bona ba hlo kofetšego morago ga go wela ka dintlwaneng tša boithomelo tša melete.
"
"all of those young lives, and the lives of many others, need never have been lost.
","maphelo ao a go kgaotšwa e sa le a mannyane, mmogo le a ba bangwe ba bantši, nkabe a se a ba a lobja.
"
"all these tragedies could have been prevented if measures had been taken to keep these children out of harm’s way.
","ditiragalo tše ka moka tša masetlapelo nkabe di ile tša thibelwa ge nkabe go bile le magato ao a tšerwego go efoša bana ba dikotsing.
"
"it seems to me that, as a society, we are failing our children.
","go a bonagala go nna gore, bjalo ka setšhaba, re a palelwa ge go etla baneng.
"
"too many children find themselves in dangerous situations, whether it is on a make shift raft on a river or being left alone in a shack with a paraffin lamp.
","bana ba bantši kudu ba ikhwetša ba le maemong a kotsi, e kaba e le ge ba nametše seketswana sa maitirelo ka nokeng goba ba tlogetšwe ba le tee ka mokhukhung moo go tukago lebone la parafene.
"
"when contractors leave excavations unprotected or school infrastructure is not maintained or school transport is overcrowded, the lives of children are put at risk.
","ge borakonteraka ba tlogela moo ba epilego go se gwa šireletšega, goba mananeokgoparara a sekolo a sa hlokomelwe goba senamelwa sa bana ba sekolo se nameditše bana ba bantši go feta tekano, gona maphelo a bana a bewa kotsing.
"
"but there is more than negligence and neglect at work.
","eupša go na le go hloka šedi go gontši le go hloka tlhokomelo mešomong.
"
"many children are targeted by sexual predators, criminal gangs and drug sellers precisely because they are vulnerable.
","bana ba bantši ba hlaselwa ke basenyi ba go phaya theto ka kgang, digongwana tša basenyi le batho ba go gweba ka diokobatši ka gobane bana ba ba kotsing.
"
"as a society, we need to be more diligent and more active in protecting our children from these and other dangers.
","bjalo ka setšhaba, re swanetše go ntšha mahlo dinameng kudu le go kgatha tema kudu go šireletša bana ba rena go basenyi ba le go dikotsi tše dingwe.
"
