"re aga setšhaba seo se hlokomelago bana vukuzenzele unnamed go na le seema seo se tlwaelegilego ditšong tša se afrika seo se rego ngwa na o godišwa ke setšha ba.
","sakha isizwe esinakekela izingane vukuzenzele unnamed kunesaga esijwaye lekile emasikweni abantu abaningi baseafrika esithi ingane yami ingane yakho.
"
"kgopolo ye – ya gore setšhaba ka bophara se na le maikarabelo a magolo go kgodišo, go boitekanelo le polokego ya ngwana yo mongwe le yo mongwe – e ntlela mogopolong ge ke nagana ka lehu la masetlapelo la go nyamiša kudu la mošemane wa mengwaga ye 13, enock mpianzi, ge a be a le kampeng ya sekolo matšatši a se makae ao a fetilego.
","lo mbono othi wonke umphakathi unesibophezelo ekuthuthukeni, ekufu ndiseni kanye nasekuvikele ni ingane ngayinye−kuyavu ka emqondweni wami uma ngicabanga ngobuhlungu kanye nokuphuka komoya ngesehlo sakamuva so kushona kwengane ebeyine minyaka eyi13 vo ogama layo linguenock mpianzi oshonele ekhempini yesikole.
"
"ka manyami, enock ga se ngwana a le tee yoo a lobilego bophelo bja gagwe ka mabaka ao a ka bego a thibetšwe ge feela nkabe batho ba bagolo ba bile le tlhokomelo le ma ikarabelo.
","ngeshwa, uenock akusiyena yedwa ingane edlulile emhlabeni ngenxa yezizathu ebezingagwemeka, uma ngabe abantu abadala bebesigcinile isibophezelo sokunakekela lezi zingane ngendlela efanele.
"
"ke gopola le ngwa na yo mongwe wa mengwaga ye 13, keamohetswe shaun seboko, yoo matšatši a se makae a fetilego a kgamilwego ke meetse ka letangwaneng la go ruthela la sekolo sa phoraemari sa magaliesberg, le bana ba babedi bao ba hlokofetšego sekolong sa phoraemari sa lekgolo ka limpopo morago ga ge theraka e se no thula leboto leo le ilego la ba wela.
","siyayikhumbula nenye yezingane egama layo linguke abomohetswe shaun seboko, naye obeneminyaka eyi13 ubudala, kanti yena uye waminza endaweni yokubhukuda esikoleni samabanga aphansi imagalieburg primary school kube kunezinye izingane ezi mbili eziye zashona emva koku ba iloli liye lashayisa udonga lwawela phezu kwabo.
"
"ke gopola gape le bana ba bangwe ba bantši, bjalo ka nathlia pienaar wa mengwaga ye 6 yoo a ilego a bolawa nakong ya dintwa tša digo ngwane tša dinokwane go la cape flats.
","singacabanga nenqwaba yezingane, ezi njengonathlia pienaar obene minyaka engu6 ubudala, kanti yena uye washona emuva kokuhlangabezana nemvula yezi nhlamvu ebeziqhamuka macala onke empini yezigebengu ecape flats.
"
"re gopola gape le mahu a masetlapelo a michael komape le lumka mkethwa bao bobedi bja bona ba hlo kofetšego morago ga go wela ka dintlwaneng tša boithomelo tša melete.
","siyakukhumbula noku shona ngesihluku kukamichael komape kanye nolumka mkethwa, kanti laba bashona bobabili emva kokushona emgodini wendlu yangasese .
"
"maphelo ao a go kgaotšwa e sa le a mannyane, mmogo le a ba bangwe ba bantši, nkabe a se a ba a lobja.
","lokhu kushona kwabantu abasha kanye nabanye abaningi bekungagwemeka.
"
"ditiragalo tše ka moka tša masetlapelo nkabe di ile tša thibelwa ge nkabe go bile le magato ao a tšerwego go efoša bana ba dikotsing.
","bonke lobu buhlungu kanye nosizi bebungagwemeka kungenzeki uma bekuthathwe izinyathelo ekuphephiseni izimpilo zalezi zingane neziko lomlilo.
"
"go a bonagala go nna gore, bjalo ka setšhaba, re a palelwa ge go etla baneng.
","nokhoke kimi kubukeka sengathi, umphakathi kanye nathi uqobo siyekelele izingane kunoma yini.
"
"bana ba bantši kudu ba ikhwetša ba le maemong a kotsi, e kaba e le ge ba nametše seketswana sa maitirelo ka nokeng goba ba tlogetšwe ba le tee ka mokhukhung moo go tukago lebone la parafene.
","ziningi kakhulu izingane ezizithola zisezimweni eziyingozi, nokungaba isikebhe sokuzakhela noma zilaxazwe zodwa emikhukhwini okubaswa ngopharafini kuyo.
"
